text	sentiment_category
parlak nemlendirici çok uzun ömürlü değil	1
dudak parlatıcısı çok hoş altın rengidir çok huysuz his verir dudaklarda uzun süre dayanmaz	1
reklamda yapışmadığının yazılması biraz hayal kırıklığına uğrattı çok yazık rengi biraz zayıf yüzden koyu olanını almak zorunda kaldım yüzden yapışmadığı utanç verici özellikle transfer önleyici rujun üzerine sürmek rujun dayanamamasına olduğu	0
ürün seviyesi mabel'line parlaklığından memnunum hafif ışıltılı uzun ömürlü mabel'line ürünlerinin uygun fiyatlı kalitelidir ürünü amazon zarfı teslim aldım yolculuk sırasında şişesi dökülmüştü küçük paketten kaçınmak başka ürünlerle birlikte sipariş etmeyi deneyin	1
sorun değil hassas cildiniz varsa biraz acı verebilir pek kullanmıyorum	0
lipglossun rengini beğendim kesinlikle dudaklarımı doldurmuyor güzel parlaklık	1
dergide bununla ilgili harika inceleme okudum tekrar parlaklığa döndüğümde baştan çıktım şeffaf parlaklık olduğundan tona uyum sağlar biraz pembe hale parıltısı olabileceğini düşündüm dudakları dolgun hissettiriyor saat kalsa iyi olur	1
medya yüklenemedi i̇pek tonunu aldım yayında göründüğü yumuşak pembe arıyordum ürünüm geldiğinde nde renkti dudaklarımda sanki kızken şeker yiyip şeker yerken olduğu yapışkan his uyandırdı dudaklar kirli yapışkan kalıyor hoşuma gitmedi	0
başka rengini kullanıyorum rengi hayal kırıklığına uğrattı ambalajdaki değil renksiz parlatıcı sürmüşüm renk versin fazla sürünce ağırlık yapıyor paketi açtığım iade edemeyeceğim eğer renkli glass isterseniz başka renklerine bakın derim	0
normal fiyat 300 kusur olan bu urunu 200 il gori'nce bu suphelenmistim amazon olduğu için terslik yasanmaz dusunmustum öyle olmadı maalesef bugun geldi fotoğraf atabilme olay yok burda galiba atamadım yüzden clos'sun içinde glass yok resmen tek suruste bitti kenarları boşluk oldu çok uçuldum 1 puan vermeme sebebim kargonun çok gizli olmasiydi	0
maalesef dudaklarımı kuruttu	0
ürün özelliğinde dudaklara dolgun görünüm verir uzun süren parlaklık diyor 1 saat gitmiyor etkisi inanın bile gelen golden jose iyi hiçbir etkisini göremedim beğenmedim	1
1 saat dayanmıyor rengi çok belirsiz yapış yapış değil kokusu güzel almayacağım ürün	0
kokuyu seviyorum renk gayet iyi kaydırma efekti güzel dolgunlaştırıcı etkisi tekrar görülmeye değer bulanlar açıklasın	1
renk uymuyor	1
gerçek glass'ları gerçekten istiyordum teklifleri nedeniyle onları satın almakta tereddüt etmedim 4 glass aldım bunlardan sadece tanesi resmi promosyondaki referans fotoğrafla örtüşüyordu 003 moon tonu yansıtıcı parçacıklar küçük şeftali pembesi tonu gerçekten çok güzel bayıldım 3 renk tonu tamamen hayal kırıklığına uğrattı reklamı yapılan renkler değil özellikle taş tonu fotoğrafta kırmızımsı kahverengi olarak görülen yanık göz kapatıcısına benzer tona sahip oldukça hafif hoş olmayan ton i̇pek tonu yoğun pembe görünse üzerinde hafif sakız pembesi duruyor dudaklar taç yaprağı tonu hareketli mora benziyor fotoğrafla karşılaştırıldığında güçlü fuşyaya benziyor umarım açıklamaya yakın renk örnekleri yükleyebilir satın alırken fazla dikkate alabilirsiniz	1
sadece normal dudak parlatıcısı dudakların erik görünmesine olmaz	1
yapışkan uzun sürmez parlak değil koyu ton gönderdiler	0
resif rengini seçtim görünüşü çok güzel süre emiliyor dudaklarınızda ürün varmış hissine kapılıyorsunuz	1
güzel parlak parlaklık dolgun değil kolayca çıkar eğer istediğin dolgunluksa zaman değil işe yaramıyor sadece normal parlaklık	1
etkili nemlendirici bulmadım oldukça yapışkan buldum üründen memnun kalmadım rengi çok kötü	1
parlaklık dudaklarımda kalıcı değil yaklaşık 5 dakika sürer 1-2 saat kalıcılığı olan ny gross'lara kıyasla moon rengi çok güzel devam ederse favori olur kokusu çok güçlü değil güzel doku hafiftir aplikatör büyük uygulaması rahat genel olarak tavsiye edemem kalıcı değil sahte tane almadığım sürece sahte olduğunu düşünmüyorum	1
parlaklık macun kıvamındadır uygulanması zordur yazık rengi çok güzel	1
rujuna benziyor çok dudaklarınıza parlaklık katar düşünmüştüm hayır ilk sürdüğünüz ruju rengiyle kapatıyordum rengi olmasına ilk sürdüğünüz ruju plana çıkaran dior glass kullanıyordum başka dene ucuz ana uygun parlaklık bulamadım ruj olarak kullanmak güzel dudaklarına parlak görünüm kazandırmak tavsiye etmiyorum	1
beklediğimden koyu geldi zevkime göre fazla kremsi vanilya kokuyor ağzımı dilimi uyuşturan tadı	0
ruju sürmek dudak parlatıcısı olarak aldım kokusundan pek kullanmadım oldukça güçlü pek hoş değil	1
oldukça yapışkan	1
biraz sim olmasını bekliyordum 004 kullandım onda sim vardı yok beğenmedim	0
glass olarak güzel kalıcı değil	1
kalıcı değil ürün maalesef hayal	0
ağzı açık geldi orijinallik kodu barkodu yok üzerine kağıt yapıştırmışlar güvenli değil vaktim olmadığı iade edemedim	0
siparişi iptal ediyorsunuz	0
urun ambalajsız geldi kullanılmış gibiydi	0
acılı baharatlı olanı aldım çok sıcaklar ağzımı dudaklarımı yaktılar yeterince hızlı silemedim	0
rengi sıcak pembe değil kahverengi teklifteki fotoğrafların aldığımla alakası yok teklifteki fotoğraflara güvenmenizi tavsiye etmiyorum	0
değerlendirmeleri okuyun denemek sabırsızlanıyordum kötü renk değil korkunç derecede yapışkan dolgunlaşma yok para israfı tabii kalın kaplamayı kez ödüllendirdiğimde geri dönüşü yok hayal kırıklığına uğramış	0
beğenmedim iğrenç yapışkan	0
3 senedir kullandığım halen sorunsuz çalışan mi stick'ten artıları olacağından ikinci tv defa mi box'ı tercih ettim ikisinden çok memnunum orjinal kutusunda ambalajında geldi kesinlikle tavsiye edilecek ürün xiaomi amazon güzey şirketlerine teşekkürler	1
sipariş elime ertesi gün ulaştı kurulumu son derece basit wifi şifrenizi yazmaktan başka yapmıyorsunuz kurulumu hallediyor kumanda aynı zamanda tv kumandası oluyor i̇şletim sistemi hızlı sorunsuz kullandığım odada wifi bağlantısı zayıf cihaz wifi bağlantısından çıkınca donuyor tek kötü tarafı kapatıp açmak zorunda kaldım hızlı kargolanma amazona teşekkürler	0
tv sistemi ilk defa kullanıyorum gayet memnun kaldım i̇ntertte oldukça açıklayıcı bilgiler çırpıda kullanmasını öğrendim	1
uzun zamandır kullanıyorum henüz sorun yaşamadım memnun kaldım tavsiye ederim teşekkürler	1
güzel ürün hızlı teslimat 2. versiyon	1
tizen işletim sistemi televizyonla aynı serilikte oldu çok seri çok başarılı	1
üründen çok memnun kaldım wifi modem'de kesinti olsa sorunsuz yüksek kaliteli şekilde izleyebiliyorsunuz ara yüzü basit kullanışlı ses komutu yönlendirme yapılabiliyor	1
kurulumu kolay son derece kullanıcı dostu şık ürün wifi google şifresini giriyorsun iki üç tuşa bas işlem tamam en yeni versiyon google tv yüklü içinden en kaliteli hdmi kablosuna gereken çıkıyor görüntü son derece akıcı takılma donma mozaiklenme sıfır yağ televizyon deneyimi sunuyor eve şart	1
kurulumu çok kolay beş de kurabildim sorunsuz tavsiye ederim	0
kullanışlı ürün kaliteli eski olması nedeniyle güncelleme sıkıntı yaşadığım tv deki eksiği kapattı ürün görüntü kalitesine katkısı oluyor	1
zaman ağ bağlantısı kesilmesi program gecikmesi hatalarla çalışmak	1
değersizler yeşil görüntü sorunu nedeniyle iade etmek zorunda kaldığım ikinci ürün 2 ay iyi çalışıyorlar tavsiye etmiyorum	0
kanalların görünüşü hoşuma gitti yazık 3 gün ses kesildi eski haline getirmeme hiçbir duyamıyorum iade etmek zorunda kaldım aynı şekilde tane sipariş edeceğim umarım zarar görmez	0
beğendim biliyorum bende 5 dakika çalıştıktan bozuldu açılmıyor	1
apple tv kullanıyorum ürünü denemek istedim televizyonumda maalesef kalite çok düşük bağlantıları doğru yapmama seste senkronizasyon sorunu	0
fazla vaat eden yetersiz teslim eden ucuz android kutusu çalışmayan yandan yükleme uygulamaları play store uygulamaları desteklenmiyor zaman para kaybı	0
has european söyle power adapte not uk söyle now nede o speed kore money buying an extra adapte	1
başka söyleyemem çok kalitesiz	0
bugüne tv kanallarını açmak cihaz kurulumunu yapamadım destek iletişime geçmeyi denedim cevap vermediler ürünü i̇ade etmek i̇çi̇n	1
uzun zamandır almıyordum diretiyordum iyi ki almışım dedim sharp aquos marka televizyonum güzel oldu ki oncelıkle kargo çok hızlı geldi kullanımı çok rahat kullanma kılavuzu okumadım bile ara kuzu hızlı kesınlıkle tavsiye ederim	1
televizyonum güncelleme almadığı ihtiyaç duyduğum üründü arkadaşlarım tavsiye etti kargo çok hızlı sorunsuz geldi kolay kurulum oldu şimdilik sorunsuz çalışıyor	1
kullanımı basit içerisine apk uygulama kurabiliyorsunuz	1
düşünmeden alın kasma yok donma wifi ye bağlanmama yok kalitesi mükemmel verdiğiniz parayı fazlasıyla hak ediyor	0
tavsiye ederim gayet iyi sorunsuz ürün	1
1. neslini kardeşim kullanıyordu yüzden cihazı tercih ettik gayet iyi arayüzü hızlı kullanışlı cihaz tek sorun televizyonun kumandasına bağlarsanız ses problemi yaşarsınız ses full olmasına çok azdı bağlantıyı kesip sisteminden sesini açınca yüksek çıkmaya başladı kurulumda dikkat ederseniz iyi olur	1
kanal geçişleri uygulama seçenekleri önemlisi işletim sistemi google olması ikinci nesil birinci nesil fark atmış baya tavsiye ederim	1
çok iyi dilinden anlarsanız kullanmadı harika 4 destekliyor gerçekten takılmadan izletiyor	1
televizyonunu değiştirmekten kurtuldum harika ürün	1
birinci jenerasyonu kullanıyordum ailece çok memnunuz ikinci tv ye aldım	1
üst katta kullandığım sony marka google ty’ye sahibim mi box’ı alt kattaki samsung tv’mce kullanmak amacıyla aldım android google tv ye alışınca gerisi boş geliyor cihazla aynı android menüsüne arayüzüne hızına vs sahip oldum aynı uygulamalara google store’de ulaşamıyorum örneğin sony’de çıkan iptv programı cihazda çıkmıyor mi yanlış yapıyorum bilemedim	1
parasının karşılığı olan işini yapıyor şimdilik sorun yok	0
apple ekosisteminden gelen birini mutlu etmeyebilir konuda iyi alet çok basit hataları insanın canını sıkıyor videolarda ses senkronize sorunu oluyor mesela android uygulamalarının yüklemek iddiası yok çok kısıtlı uygulama koleksiyonu sadece iptv aldım beklentimi karşıladı fazla yüksek beklentiye girmeyeni mutlu eder	1
ürün 8 bit renk derinliğine sahip 16 bit olmasını beklerdim üzün çözünürlüğü 1920x1080 ak vs değil monitöre bağladım çok kaliteli görüntü vermiyor kendiniz uygulama yüklediğinizde ayarlar uygulamalar uygulamalar uygulamayı aç zor açıyorsunuz	0
xiaomi ki 2012 yılında aliexpressten alıp satirdim zamanlardan beri xiaomi bin efsane olacağını biliyordum bugün elektrikli araba üretiyorlar ürün değerlendirirsem xiaomi stick tv kullanicisi olarak mi boş and and hızlı cihaz android 11 birlikte geliyor kutu aksesuarları kumanda pilleri dışında yıldızı pillerden kırdım	1
vallahi tavsiye ederim evde i̇nternet varsa kablosuz bağlanın dünyayı seyredin eski televizyonları sınıf atlatıyor	1
tv entegre olanlara göre çok memnun etmeyebilir iş görür	1
gerçekten cihaz çok seri hızlı geçişlertakılma donma yokgerçi gün ilk gün ilerleyen günlerde sorun yaşar'ıyım bilemem kolay kurulum	0
önceki 1. nesil modelden geliyorum hala gayet iyi çalışıyor 2. nesil biraz hızlı havalı kararlı video ses kalitesi mükemmel eski tv modeli güzel yükseltme sadece yorum ana ekran içeriklerini düzenleme imkanı az küçük detay ana ekranda disney reklamları büyük sorun değil dahili ethernet bağlantısıyla gelmeliydi usb'den rj45 dönüştürücü kullanıyorum dikkate alındığında paranızın karşılığını fazlasıyla alıyorsunuz	1
görüntü kalitesi iyi çok geleceğe yönelik değil uygulamalar hafıza sadece gb açıklamada 8 yazdığı 8 olduğunu düşündüm	1
fena değil birden fazla uygulama çalıştığında garip yapıyor örneğin uygulamadan otomatik olarak çıkıyor kutuya ekstra alan eklemek en az 128 256 gb usb bellek sabit disk takmak en iyisi olağanüstü değil 50 euro şikayet edemem verdiğiniz paraya değer	0
sürpriz özel arayüzü yok android tv hızlı uyumlu uzaktan kumanda sezgisel tv tarafından doğal olarak tanınıyor jelly'cin home assistant yükleyebildim panolarıma erişimim tam aradığım 50 euro değer haftalık kullanım sonrası küçük sorun uygulamaların ani yavaşlamaları çöküşleri oluyor	1
kurulumu basit elektrik hdmi sadece wifi destekliyor kuracağınız yerde iyi wifi sinyali olması uygun kurulumu biraz karmaşık sonunda çok fazla sorun olmadan hallediliyor çalışma performansı çok iyi cihaz çevik bluetooth kızılötesi uzaktan kumandaya çok iyi yanıt veriyor genel olarak tavsiye edilebilecek alışveriş	1
kutu gayet iyi çalışıyor bağlantıyı kaybediyor lan bağlantısı önerilir dışında parasının karşılığını veriyor	0
harika ürün iyi kalite paranın karşılığını fazlasıyla veriyor süper hızlı teslimat avrupa fişiyle geldi i̇ngiltere fişi değil kullanabilmek gidip adaptör almak zorunda kaldım maliyeti artırıyor paramı boşa harcıyor	1
tv kutusu oldukça eksiksiz i̇htiyacım olan uygulamaları sunmayan mart tv'yi samsung mükemmel şekilde değiştiriyor küçük göze netflix youtube uygulamalar işlevsel düğmelerle ergonomik uzaktan çok dolu eksiksiz ana farklı uygulamalara kolay ses kesintileri kutuyla değil mycanal ilgili olduğunu düşünüyorum nadiren olan kutunun yeniden başlatılmasını gerektiren çökmeler kabul edilebilir sonuçta	1
güncelleme yıldız ekledimbir aylık kullanım sonrası gerçekten iyi çalıştığını söyleyebilirim artıları mükemmel akış hoş sezgisel arayüz fonksiyonel hassas uzaktan kumanda yazılım güncellemelerieksileri kapatmak mümkün değil sadece gb ram	1
i̇yi çalışıyor uzaktan kumandanın az sayıda tuşu iyi çalışabilir ses düzeyini değiştirmek iki tuşa basmak gerekiyor kapatmak sadece fişten çekmek 10 dakika beklemek gerekiyor büyük saçmalık en kötüsü saçmalığı değiştireceğimi bulamadım dışında iyi çalışıyor	1
basit işler örneğin netflix disney i̇yi çalışıyor ağır oyunlar örneğin asfalt gb ram gb rom nedeniyle tavsiye etmem	0
ürün i̇ngiltere versiyonu olarak belirtilmiş kutu avrupa güç adaptörüyle geldi dışında düzgün çalışıyor	1
maalesef iade tarihini hafta geçmişim ürün iyi sorunlar kumanda geçişlerde yavaş çalışıyor kumanda tuşları kilitleniyor cihaz durup dururken baştan başlatıyor un problemi uygulamadan geri tuşuyla çıkarken doğal olarak emin misin diyor kumandaya yanlışlıkla çarptığın anda las youtube prime uygulamaya atlıyor un problemi ana sayfaya son izlediğim medyayı kaldığım yeri koymuyor uygulama görebiliyorum çok eski youtube medyası tepe bu zamandan beri duruyor aşırı saçmasonuç olarak iade edip apple tv almak isterdim	0
ürün güzel fatura talebine gönderilmiyor	1
biraz hayal kırıklığına uğradım uygulamalar çalışma hızı yavaş	0
kutuyu yaklaşık 10 gündür kullanıyorum kez çöktü açılıp kapanırken kez yanıp sönmeden düzgün açılmasını sağlamak tam fabrika ayarlarına sıfırlama yapmak zorunda kaldım asıl sorun ak içerik izlerken yaklaşık 40 dakika kare takılması oluyor oynatmayı durdurup yeniden başlatınca 40 dakika düzgün oynatıyor sanki işlemci başa çıkamıyormuş resim oldukça iyi eğer takılmayı aşabilseydiniz ayara koyarsanız koyun sonuç aynı ethernet kablolu olduğu hızda sorun yok ak mal firestick sorunu yaşamadım geri dönmem gerekiyor	1
şimdiye düzgün çalışıyor vaat ettiği yapıyor akış uygulamaları usb oynatılan videolar iyi akıcı çalışıyor yerel oynatıcıda gömülü altyazılarla uyumsuzluklar başka oynatıcılar arayarak kolayca çözülüyor ak olarak düzgün çalışıyor sorunum çözünürlükle tüm ak hdr destekli samsung çözünürlüğü otomatik olarak tanımıyor görüntüyü otomatik olarak 1080p olarak ayarlıyor tv ak farklı kablolar kutuyu tv'yi sıfırlayarak denedim sonuç yok sonunda çözünürlüğü hz'yi manuel olarak ak olarak ayarlamak zorunda kaldım dezavantajı kutu çözünürlüğü içeriğe göre ayarlamıyor yüzden ak olarak izlemek zorundayım çözünürlüğü manuel olarak değiştirmem gerekiyor	1
kutunun kendisi harika avrupa fişiyle gelmesi pek hoş değil	1
i̇yi cihaz i̇ngiltere fişi versiyonu olarak satıyorsanız en azından adaptör vermek güzel olurdu	1
i̇lk aldığım cihazı yapılandıramadım yazılım problemi amazon yedek gönderdi yolunda	1
i̇yi kalite ethernet portu temel önemli sahip olmaması çok hayal kırıklığı	1
aldığım ikinci cihaz farklı sanırım hatalı olabilir kumandanın güç düğmesi çalışmıyor stand-by'ı almıyor menü çıkmıyor hiçbir ayrıca kez kilitlendi güç kablosundan çekerek kapatmak zorunda kaldım 3 yıldız veriyorum yazılım güncellemesi meselesi olursa değerlendirmemi değiştireceğim	0
anlık kapanıp açılıyor ara sıra cihaz yeniden başlatıyor	0
ayda inanılmaz yavaşlama tavsiye etmiyorum	1
usb fare simgelere sol tıklamayı düzgün şekilde kabul etmiyor zaman çift tıklama başka tür tıklama görünüyor uygulamayı basitçe açmıyor yeni uygulamalar eklemek zor mümkün ürünü olduğu kullanmak sadece akış hizmetlerini izlemek istiyorsanız tamam başka eklemek uygulamaları farklı şekilde kullanmak isterseniz sürü hayal kırıklığına açılabilirsiniz başka satın alacağım	1
uzaktan kumandada geri düğmesi sinir bozucu düğmenin bulunması nedeniyle cihazdan memnun değilim ayrıca tv kutusu sık sık yavaş düşük bellek kapasitesine sahip yüksek fiyatına oyun oynamak tasarlanmamış kötü yapı kalitesine sahip	0
i̇ngiltere versiyonu olarak satıldı kutuya avrupa fişi dahil edilmiş amazon doğru fişi almak satıcıyla doğrudan iletişime geçme seçeneği sunmuyor hizmet dışı olan telefon numarasıyla xiaomi'ye yönlendiriyor	1
zorlu uygulamalarda özellikle videolar cihaz takılıyor yeniden başlatmak fişten çekmek gerekiyor yanlış seçim yaptım büyük kapasite arıyordum	1
usb bellek içindeki filmlerin kabul etmiyor %50'den fazlasını oynatamıyor başlangıçta cihazı bunları oynatmak almıştım eski cihazımı tekrar kurmak zorunda kaldım	0
tv kutusu nedeniyle tv'deki ses yaklaşık iki günde kesiliyordu durumda seferinde yeniden kurmam gerekiyordu	1
cihaz geri gidiyor 64gb usb belleği fat formatında okumuyor sadece 32gb olanı okuyor yazık fazlasını yapmak istiyordum uzaktan kumanda tv'yi kapatabiliyorum açamıyorum amazon'un cihazı çok iyi	0
görünüşe göre iyi çalışıyor ürün iyi durumda gelmesine kutusu hasarlıydı	1
tanımlandığı kutu avrupa fişi i̇ngiltere versiyonu değil	0
kesinlikle almanızı tavsiye etmem donma yapıyor uygulamadan atıyor dahası yüzünden tv kapanıyor içindeki işlemci 2010 yarın telefon işlemcisi gücünde alacağınıza televizyonunu yenileyin	1
ürün 6. ayını doldurmadan bozuldu televizyona ses aktarmıyor karşımda muhatap bulamıyorum bu müşteri hizmetleri satıcıya ulaşabiliyorum	1
ürün elime ulaştı gayet kullanışlı ürün ses kesiliyor kapatıp acıyorum ses geliyor 1 2 dakika ses kesiliyor ürünü iade etmek zorunda kaldım inşallah sıkıntısız şekilde iade işlemi gerçekleşir	1
i̇lk gönderilen üründe sorun yaşamıştım ikinci üründe yeni görünmüyordu üzerinde büyük çizikler bağlantı sorunları yaşıyorum ürünü çalıştırmak fişi çekip takmak zorunda kalıyorum durumu normal bulmuyorum tavsiye etmiyorum	0
evet çalışıyor kurulum google home üzerinden yapılıyor zahmetli akış uygulamalarını kullandığımızı soruyorlar apple tv amazon prime kurmak netflix diğerlerini kaldıramıyoruz performans açısından sadece doğru a55 hayal kurmamalı aşırı önerilerle dolu ana ekrandan neredeyse kaçınmak google tv ana ekranında aydar'ları seçin ardından hesaplar giriş yapın profilinizi seçin ardından yalnızca uygu'laşmaları seçin etkin'leştiği seçin tek usb portu ethernet portu yok nedenle fiyatı dikkate alındığında hayran kalacak yok güncelleme 15/03/2024 ses yok sesi geri getirmek sıfırlamak zorunda kaldım yarım saat kaybettim	1
düşük ses seviyesi usb birimindeki dosyaları cihazdan indirilmemişse okumuyor	0
xiaomi box ilk bakışta çok modern görünüyor çok şık tasarıma sahip yazılımla memnun kalmadım en büyük eleştirimle başlıyorum cihaz bekleme modunda wifi'yi kapatıyor sadece uzaktan kumanda uyandırılabileceği anlamına geliyor kişi sorun olmayabilir firestick'ten yükseltme istiyorum düşürme değil ayrıca kutuda sınırsız değil örneğin google tv firestick'teki reklamlar yok üçüncü parti uygulamalar tam olarak işlevsel değil fiyat iyi performans beklerdim gerçekten xiaomi cihazım çoğundan tamamen memnunum kutuyu geri göndermek zorunda kaldım	1
eski tv kutum vardı hala kutudan iyi hafta boyunca i̇ngiltere'de değildim iade istediğimde hayır dediler çok geç 1 günden az süre geçti boşver paranıza yazık etmeyin kutunun yaptığı tüm yapıyor	0
alınan ürün yeni değil ambalajı kırık açıkça kullanılmış tv kutusu çizilmiş kablolar sarılmamış kullanım izleri herhangi talimat spesifikasyon kitabı yok yeni ürün olarak satılamaz	0
yazık çok sık arızalar meydana geldi kapanıyor	0
i̇lk gönderilen üründe sorun yaşamıştım ikinci üründe yeni görünmüyordu üzerinde büyük çizikler bağlantı sorunları yaşıyorum ürünü çalıştırmak fişi çekip takmak zorunda kalıyorum durumu normal bulmuyorum tavsiye etmiyorum	0
evet çalışıyor kurulum google home üzerinden yapılıyor zahmetli akış uygulamalarını kullandığımızı soruyorlar apple tv amazon prime kurmak netflix diğerlerini kaldıramıyoruz performans açısından sadece doğru a55 hayal kurmamalı aşırı önerilerle dolu ana ekrandan neredeyse kaçınmak google tv ana ekranında aydar'ları seçin ardından hesaplar giriş yapın profilinizi seçin ardından yalnızca uygu'laşmaları seçin etkin'leştiği seçin tek usb portu ethernet portu yok nedenle fiyatı dikkate alındığında hayran kalacak yok güncelleme 15/03/2024 ses yok sesi geri getirmek sıfırlamak zorunda kaldım yarım saat kaybettim	1
düşük ses seviyesi usb birimindeki dosyaları cihazdan indirilmemişse okumuyor	0
xiaomi box ilk bakışta çok modern görünüyor çok şık tasarıma sahip yazılımla memnun kalmadım en büyük eleştirimle başlıyorum cihaz bekleme modunda wifi'yi kapatıyor sadece uzaktan kumanda uyandırılabileceği anlamına geliyor kişi sorun olmayabilir firestick'ten yükseltme istiyorum düşürme değil ayrıca kutuda sınırsız değil örneğin google tv firestick'teki reklamlar yok üçüncü parti uygulamalar tam olarak işlevsel değil fiyat iyi performans beklerdim gerçekten xiaomi cihazım çoğundan tamamen memnunum kutuyu geri göndermek zorunda kaldım	1
eski tv kutum vardı hala kutudan iyi hafta boyunca i̇ngiltere'de değildim iade istediğimde hayır dediler çok geç 1 günden az süre geçti boşver paranıza yazık etmeyin kutunun yaptığı tüm yapıyor	0
alınan ürün yeni değil ambalajı kırık açıkça kullanılmış tv kutusu çizilmiş kablolar sarılmamış kullanım izleri herhangi talimat spesifikasyon kitabı yok yeni ürün olarak satılamaz	0
yazık çok sık arızalar meydana geldi kapanıyor	0
ürün orjinal gonun rahatlığıyla alabilirsiniz	1
rengi aşırı parlak değil gayet güzel ürün kızım severek kullanıyor	1
güzel kalem	1
rotring kalitesi harika ürün orijinal sağlam gayet güzel	1
okul hayatim boyunca kullandığım kalem bence çok kaliteli	1
klasik	0
kızım aldım severek kullanıyor almıştım aldımfiyat teslimat konusunda amazona teşekkürler	1
eskimeyen model biraz ince kalıyor	1
marka süper kalem aynısı geldi dik iyi	1
kalem ortasında farklı renge büründü	1
ürün china üretimi alman üretimi olanların yanından geçmez çocuğum geri göndermeyi istemediği iade etmekten vazgeçtim	1
metal görünen heryer plastikmiş ürün çok hafif bendeki metal olanlardandı dayanır bilmem uzun yıllar amazon iade sürecinin yavaşlığı nedeni iade girmiyorum	1
kurumsal fatura istemiştim göre bilgilerimi yazmıştım arşiv fatura kesilmedi	1
muadil ürün	1
ürünü düşürmediğim halde 1 gün içerisinde içinden sıvı fışkırdı tam sınava giriyordum en önemli anda yarı yolda bıraktı çalışmaz hale geldi 1 günlük kaleme 50tl verdim yazık oldu	0
sanırım evde duran kullanılmış kalem gönderdiler ambalajı olmadan koli içerisinde ordan oraya savrula savrula gelmiş görelim şekli olamaz satıcıdan ürün alırken dikkate alın	0
eski kalitesi yok aldığıma pişman oldu	0
sahte ürün gönderildi çok kalitesiz	0
ürün plastiği basit ağırlığından basma tuşundan orjinal olmadığını anlıyorsunuz	0
kalemliğimde mutlaka vardır çok kullanışlı	1
senedir kullanıyorum satıcıdan aldım hala sapasağlam çok teşekkür ediyorum orijinal ürün hızlı kargo ürün rotring kalitesi tartışmaya kapalı	1
uygun fiyatlı hızlı kaliteli geldi hiçbir sorun yok	1
zamanki rotring kalitesinde uygun fiyatla urun paketleme epey kotuydu urunun yolda zarar gormemis olmaması tamamen sana urunu 5 i̇ldiz paketleme sadece 1 i̇ldiz'i hak ediyor	0
rengi harika geri kalanı rotring kalitesi	1
rotring tikko yılların marka modeli uygun fiyatlı kalem min silgi birlikte satılan set çatı şirket başka marka birlikte rotring markasının günümüzdeki sahibi olan newell'in çin'de ürettirdiği uygun fiyatlı harika kalemler i̇çindeki dinlerin kalitesine bağlı olarak kalemden elde edilecek beğeninin artacağı malumdur zaman beğenerek kullanıyorum çin malları günümüze yandan burun kıvrılan anlayış içerisinde olmada dünyanın en zengin teknoloji şirketlerinin ürünlerinin çin'de üretildiğini düşünürsek önemli olanın markanın gerçek olarak çağdaş üretim prosesleri imalatların yapıldığı kalite kontrol süreçlerinden geçtiği amazon tarafından bizlere satıldığı bilgisidir sonucunda gönül rahatlığı alınıp kullanılır kalemler orjinal markanın rotring üretimidir üretim makinelerinin ülkede olduğunun önemi olmadığını düşünüyorum önemli olan markanın kalitesinin günümüzde devamlılığının sağlanması orjinal sertifikalar kalem üzerindeki hologram etiketler orjin'liğini görebilmemizdir önemlisi amazon'un ürünü satmasıdır gerisini düşünmeye bence gerek yok amazon bizler 24 saat çalışıyor rotring tikkylerin farklı renklerdeki üretimleri fiyat performans olarak geniş kitlelere zaman ulaşabilmiş gayet kullanışlı kalemler olduğunu değerlendiriyorum	1
hızlı kargo sağlam paket orjinal ürün teşekkürler	1
uygun fiyat	1
oğlum severek kullanıyor	1
eh	0
klasik rotring kalitesi alın minimum 2 yıl kullanın sadece tutma yerlerindeki yumuşak yerler soyuluyor zamanla	0
tabii rotring'in en kaliteli kalemi değil fiyata rotring alabildiğimiz şükretmek lazım	1
kalite belli	1
ürün güzel eline hemen ulaştı arka kapağın içindeki mekanizma yakılarak eritilmiş oldu anlamıyorum görünmeyen yerde kullanıma engel olmadığı iade değişim yapmadım	0
rotring çelik uçlu kalitesi	0
hafif güzeldi kaybettiğim uzun süre kullanamadım	1
gayet güzel kaliteli kalem ayrıca hızlı ulaştı teşekkürler amazon	1
fiyata göre iyi ürün	1
rotring eski ürünlere nazaran hafif orjinal barkodu geldi amazon gönderdi gayet kullanışlı	1
ürün öncede kullandığım marka olduğu kaliteli kullanışlı sadece satıcı kargoyu önememiş kutunun içine patpatsız koyulmuş paketin tak tek geldi kargo dikkatli yapılmalı	1
fena değil	0
i̇yi güzel kutusuyla gelseydi bari orijinal mal değil mi	1
uygun fiyat kargolanma kötü dümdüz kutuya koymuşlar bu balonlu naylona sarılabilirdi	0
güzel kalem en azında yazıyor	1
kampanyadan yararlanabilir iseniz güzel kullanışlı 60 il	1
uygun fiyatlı kaliteli marka ürünün üstüne barkod bandrol yapıştırılmış zar zor çıkardım kalem yapış yapış oldu ufacık ürüne yapışkan saçmalık puanı kırdım	0
10 yıl aldığım rotring kalemim bozulunca yenisini alayım dedim alacak olan arkadaşlar eski rottring kalitesi ağırlığı mekanizmasını kesinlikle kendisini şartlamasın alan blade kalem 4 yıldız hızlı kargo amazon güvencesi verdim	1
klasik rotrink orjinal ürün	1
